"Text","Author","Likes"
"Interesting 🫴","@The_n3510","1"
"I enjoyed this, but the whole ''80 year everything changes"" rule, he had to cleverly leave out the internet.","@SikDigitz",""
"He is wrong about clean energy. That revolution will be lead by fusion reactors not solar power.","@jimgossett1154",""
"Imagine the descendants of those 150 acres.","@i_read_bad_reviews",""
"This video shows you how to take a lot of words, say nothing meaningful or insightful or unknown, and how best to waste 15 minutes of our lives in the most pivotal year of our lifetime.","@ginodecanha968",""
"I could''ve lived without the internet.","@Spammflavor",""
"You said iPhone, then I left. Lame.","@wartlme","1"
"A pure American POV!","@maheshstar",""
"Am I going crazy of did I see this video months ago?!?!","@notadestinygun6556",""
"Really great video.","@jrjubach",""
"The global government is the worst idea ever. It will bring about a dystopia and it will be the end times.","@wufwugyy",""
"This is basically just a restating of Kondratiev waves or supercycles. Ironically it was a Soviet economist who came up with it lol.","@hemiedwards217",""
"The tipping point is when we start shouting ""Off with their Head!"". We are all slaves, start see the bars and chains that are holding you down. Banks lend out money they don''t even have yet we have to pay them back with real money that is backed by our labour.","@johngordon9426",""
"World is fucked, all of these ""innovative services"" don''t put customer satisfaction at the forefront. They placed out these old systems by abusing markets and selling people inferior products that don''t live up to their hype. Uber being one of the best examples of this, or Airbnb, more convenient during a lockdown, but without any safety guarrantees, no checks and balances, no consumer protections. America needs to get its shit together and regulate this garbage into the ground.","@MoistChickenLegs",""
"We''re transitioning to the next age! The future, so much technology and advancements that are beyond our wildest imaginations and could only be found in fiction books. Half the world still starving - Disease and sickness still rampant - Corruption all time high - Wars. These technologies for the future doesn''t aim for the betterment of man and the advancing as a human race. It''s just another stock, another niche, another industry to capitalize and exploit. The younger generation, alot of them give me hope, but with how the current system is despite all these advancements any room for real growth and evolution is stifled and worst of manipulated by people whom want to obtain absolute and total control.","@mikhailali1972",""
"The Grunch Of Giants.","@JXZ-JAM",""
"Imagine being this knowledgeable and still schilling for a rehashing of a capitalist economy","@jmcewans",""
"''Solar/batteries are a technology not a commodity''....  well ok the fuel is not a commodity but you do need to mine the lithium/rare earths to build the conversion/storage machines","@theyear-pj4sj",""
"Cool, he''s giving us parts of Ray Dalio''s Principles","@streetoregon",""
"Well that last part was depressing af..","@adamcarroll2366",""
"Conspiracies instill a global government as the essense of evil","@smugmode",""
"The 80 year turning? History isn’t taught well enough.","@jungleland7478",""
"Sadly enough, the US is against clean energy, the people who could have done something in bioengineering are being thrown out of the US, and it''s much cheaper to do AI in China. In addition, the US is in a self-destruct mode where it doesn''t want to do anything in collaboration with anyone. Furthermore, the US administrations in recent decades have been too busy in corruption, fraud, and decadence to notice anything about the changes sweeping through the world. Yes, these new things will bring about radical changes in the world; however, it will no longer be spearheaded by people from the US.","@anupamsircar111",""
"Actual clean energy:","@DataOdyssey11",""
"It seems there is the patern on mass death war thing for the rest of people to thrive.","@AlexSprok",""
"He had me until the last 10 seconds lol","@Dpowell28",""
"Peter''s story is missing a crucial aspect: We don''t want this future. Clean energy, sure, but everything else will make the lives of average people more bleak and dystopian.  Why would any average person be excited for AI, bioengineering, and global government? That''s a recipe for disaster on a scale the world has never seen before.","@lGalaxisl",""
"there already is a global government   it is called the world bank , money from nothing to control every poor country  and the people in it","@FSK1138",""
"My kid will be of university age in a couple of years. What should be study? He''s good in math.","@chacmool2581",""
"It''s not nice to comment on a video you haven''t seen in its entirety, but as soon as he said ""these tend to come in 80-year cycles"" I knew I didn''t want to listen anymore, so I guess I''m not very nice... (I think this guy should set up a business selling red flags, he''s got so many...)","@arneperschel",""
"Yet people are still unhappy and still insecure.","@yoppindia",""
"I think Blackrock and Larry Fink shares a different opinion","@purveyorofproof",""
"this is called the 80 year turnings theory","@mitchnaks5294",""
"Is he making the assumption that these technologies will be readily accessible by the public, and not hoarded by a small numbers of individuals? A new age? Yes, but for whom?","@brandonmcquinn7978",""
"Great video Ty","@JavyD",""
"Renewable energy which eventually allow us to have as much clean energy and dirt cheap as we want will open up a lot of possibilities and reduce the cost of energy as well as energy security, especially in countries where energy prices are high and/or they don''t produce much fossil fuels, those countries will likely get a big economic boom thanks to that, so most of Europe, Japan and many others.  As for AI, this is going to be a major game changer, and even more so once we throw robotics in the mix, as we are talking about using AI to assist us in getting things done and even replacing us in a lot of fields, throw robotics in the mix and that''s going to do much of the same thing in the physical world, the way our capitalist world works now, AI and robotics is likely going to take over almost all jobs as well as future jobs we create, capitalism by its nature will pressure companies to cut cost and boost productivity, whether we like it or not, humans are a major cost in the job market and most businesses will find ways to cut us out, and on top of all this, consumers will always be pulled towards cheaper and better products, something AI will eventually be able to deliver on both fronts, when you put it together, workers are going to get squeezed from both ends to the point that there are few workers left.  The above isn''t a problem if we do major changes to the system, but with the current system, it''s a disaster that could lead to massive inequality, especially in countries with weak social systems like the US, China and many others, we already see it in the US, the government and big corporations are seeing AI as a way to boost wealth for themselves, not for all, and the individual nature of how people think in the US could end up meaning massive wealth in few hands and the rest of the population being thrown under a bus, unless there''s major changes to the system which seems unlikely any time soon.  Contrast that with social democracies like in Europe, the system is already in place to distribute wealth towards the population, basically, as AI and robotics do there thing to generate a lot of wealth, it''s likely the people in Europe and other social democracies will see the benefits of that wealth a lot more compared to countries like the US or China were too much of that wealth will likely end up in too few hands.  When you throw in that Europe, especially EU countries have some of the highest energy bills in the world, produce so few fossil fuels and have a strong social democracy, AI, robotics and renewable energy could lead to a massive economic boom which could lead to a golden age, and I think in the US, the transition won''t be smooth with things likely to get worse before they get better, maybe a revolution will be needed, In Europe and other social democracies, the transition will likely be much smoother because much of the system is already in place to allow it to deal with it, it''s just a matter of massively expanding the social programs which AI and robotics will give the resources to allow, it''s a major difference in thinking where the US has individual thinking whiles Europe has cooperative thinking, and it''s going to be interesting to see how that plays out.","@paul1979uk2000",""
"You forgot about quantum computing","@chadk197",""
"All 3 tipping points are directly connected to straight up tyranny.  AI, Clean energy , and bioengineering","@Flyingdutchy33",""
"8:03 ""(...) crazy ass Americans, who had this wide open continent to spread into"" – yeah, good thing it wasn''t inhabited by other people, right?","@C4Par1",""
"How many times do they want to repost this video!?","@MattSmith-ks2lc",""
"We don''t have 25 years... this world will not be recognizable in just a few years.","@B0SS330",""
"the only important tipping point is the one youve failed to mention,, thats the tipping point towards global extinction","@TrailDruid",""
"People who are pushing those tings look the same as people who were pushing global cooling idea, not so long ago.","@deliciouspops",""
"This title is pure clickbait b.s. - whoever came with it does not recognize the effect of compounding in science and tech. There is no single moment which more is important than the previous or the next - it is a linked chain of events!","@lubomirshishkoff",""
"To say that green energy, namely solar, is purely technological and not commodity based, is simply false.  It takes huge amounts of both coal and quartz, smelted at very high temperatures in coke ovens to make the silicon needed to make solar cells.  No coal = No solar panels.","@bigrob1887",""
"Who was this video made for? Hammerhead sharks?","@RubyisCute",""
"It seems that the western psyche will be affected by this most. AI industrialization could limit our earning potential and normalize UBI causing our lifestyles to look more like China or India. Everything would be more compact on the individual level financially and socially much more downsized than we usually expect in USA. Does anyone believe this could bounce back as a time abundance and growth or pure anti-humanism on all levels?","@Orange_Jewlius",""
"Need to get rid of the orange dictator first before real change can occur. He''s the ""old guard"" you''re referring to.","@JustAwesomee","1"
"What screen did you think I was going to watch this on?","@GetWeerd",""
"wouldn''t AI be bad for almost everyone except those who control the singularity entity?","@gg_toadle",""
"We lost Sustainable Capitalism when the USA scrapped the Gold Standard. Now the government prints money with no actual value. Boom and bust. Greed. Banks run the economy.","@BritishBeachcomber","1"
"What does it mean the conservatives lose all of these transitions. Is the ideological tension somehow necessary","@NickMirro",""
"Call me a luddite, but all that is shiny is not gold. Be careful what you wish for.","@puddlestoo1",""
"Strauss-Howe generational theory?? In 2025???  Come on!","@gregcrooks5181",""
"We''ve gone too far. We have to go back. This is it. This is the beginning of the end.","@renevanballegooijen3092",""
"What are the indicators of heading towards global governance? I would''ve thought that 20 years ago, but aren''t sub-populations moving towards independence instead?","@gs2tab",""
"Say No to globalization. It''ll be the end of any freedom you have.","@DEANCROSS615",""
"2:05 what was he saying there? the spech has been cut out it seems..?!","@Mjmikol",""
"Why wasn''t nuclear fusion mentioned?","@theslowedreverb_",""
"No mention of bioengineering the replacement of humanity","@EmPleh-w7v",""
"Is he really saying lithium batteries are not commodity based? Does he not realize where lithium comes from?","@flatujalok",""
"Clean energy is being fought against because nobody wants nuclear power plants to go up. Bio engineering is not a field you want to invest in Because in that field either your company has a breakthrough in dramatically Revolutionizes An industry or they fall flat on their face and stop receiving funding completely.  Invest in the AI bubble while you can","@bigburrito308",""
"You know how chip are made by light into a chip the size of a atom.  Imagine this in human cells. Can kill cancer virus etc. and change cell completely. Repair organs and tissue. My theory of a soon to be technologically","@israelmartinez2320",""
"Look who wants to keep coal, oil and oligarchy in America??! Opening drilling in the Arctic? America is going down if we don''t pull our heads out of our asses and let emotional racism and conspiracy theories idiocracy go away!! It''s insane people are ready to die for wealthy Americans who could care less about them! But it seems they haven''t figured out yet how to monopolize these new technologies yet. Sad we''re so petulant.","@Bettinasisrg",""
"AI: allows for granular control of people and their movement. Biotechnology: Allows for granular control of people and their movement. Clean energy: Allows for granular control of people and their movement.  The only reason anything big ever gets resources put into is when it allows for control. Don''t forget that:  AI was meant to liberate us from menial tasks, Instead it serves a few you need massive resources to keep it from stealing or copying value. Biotechnology was meant to heal us but instead we get engineered diseases while those with resources grant themselves longevity. Clean energy was meant to deliver us from our destruction but instead are asked not to use power in peak moments, the peak moments being usurped by AI.  We need to stop hyping ourselves with big tech. Focus on small tech, often open source that is immediately released to the people for free and develop on those.  Keep them free and prevent the ruling class from hijacking them. Skip guarantees, skip promises. They are empty. You don''t need guarantees and promises in and open and free environment where people feel comfortable sharing issues and problems.  I am not saying we can''t develop this tech. I''m saying, take it away from the rich.","@resonanceofambition","1"
"Ridiculous to claim that Europeans encountered a ''wide open continent'' when they arrived in North America when millions of indigenous people lived there (90% of whose population was wiped out as a result of contact with Europeans).","@nidakirmani1924",""
"I thank Murica for saving us all.","@yportne6410",""
"Those on top will still want minimum 40+ out of you. Nothing is going to change except the hell you already live in.","@Poppa_Capinyoaz",""
"So, we forget about 2020?","@jdlmpo",""
"From a dozen empires to hundreds of nation states to one or two global empires. Goodbye rights and freedom.","@DaBoomz13",""
"the best thing woule from AI if it could replace the corrupt politicians","@gricius",""
"14:15 I''ll pass on the global governance...","@parkerwold",""
"2022 is the year of A.I.","@marzchart591",""
"What do you mean in the south we ""basically had slavery"". No ,  we had slavery we didn''t ""basically have slavery""","@bfrfoxtrot",""
"Clean energy! Pipe dream","@offshore50",""
"yes solar panels famously require zero resource extraction","@saoirsepup",""
"I agree with Bio Engineering and Clean Energy, but AI is so far away from being actual intelligence. At the moment we are more at artificial stupidity with a lot of knowledge.","@zhorky",""
"That resistance to change by the old established institutions and business are fighting tooth and nail to keep the old ways.  when you have 200 people that hold the wealth of 300 million combined,  something has got to change.   its ironic that,  the same group of people claiming they want to make America great,  (supposedly the period after WWII) are doing the exact opposite of what made it great,  taxing the rich,  instead they want to tax the working class so the rich can hoard wealth at the top, cutting education,  cutting science,  cutting any investment in the future of the country.    The general population was not always that bright,  but at least in the past,  they generally didn''t have a problem voting for people that they knew were smarter than them, now we have a growing cult of stupidity, science deniers,  tin hatters and conspiracy nuts used to yell through a bull horn on their soap boxes, and people did not pay them any mind,  now politicians get their advice and create policy based on this lowest class of people.   yes we are at a cross roads,  I hope there is a bright future,  and I also believe we are on the cusp of great technological changes, but sadly I see other countries passing us by if the current leadership persists,  we are falling behind in everything else.","@agriperma",""
"This man''s senseless optimism over the dystopian future upon us leaves 2 options: either he''s a wanna be grifter or he''s genuinely stupid","@lecger06",""
"If that''s the future, count me out.","@spleenware",""
"why this damn video so wide??","@teamhesh",""
"Great video","@MrCalvincdj",""
"You forgot crypto, open protocol, network states, free money and software. It literally redefines money, breaks up the nation and money, and rewrites the infrastructure of software. Talk about a monumental change.","@integral_wizard",""
"CRISPR. ""We figured out a way"". No we did not. We discovered it.","@nickst2797",""
"The Turkish hair implant industry is designed to take your money. Also, don''t eat soy. Castle law is a must.","@porkroll-egg-and-cheese",""
"When the super rich have all the money they want, the next thing on their bucket list is maximum power. Sounds like a Soros backed video to me.","@puddlestoo1","1"
"It is too late for clean energy. we were warned about climate and we ignored it. i''m not concerned with any fabled technological developments, as they won''t reach 90% of humanity, and were never intended to.","@isancicramon0926",""
"Interesting perspective, sad it''s first half is USA centered.","@krige",""
"Man’s had too many micro doses.","@wezzlemania6729",""
"It''s telling that you called the economic shift one from Financial Capitalism to Sustainable Capitalism as if the word Socialism isn''t the obvious target. Call it what it has to be. Socialist Capitalism.","@TheWizaard",""
"I’m legitimately curious if you got this aspect idea from Sam Hyde lol","@ThaHulkster",""
"very optimistic","@Agustus-slug-fustus",""
"I think you are way to optimistic about your thesis. There is absolutely now way that the top 1% will give up their wealth and privileges that easy. They will try to defend their position at all cost which will mainly drive populism and faschism. I mean you can see how that is developing today with all the misinformation that is certainly believed by a lot of people mainly because of a lack of education. So yeah now you have a government that cuts educational spending so that is in my opinion a negative feedback loop. And with the current political system which is based on mostly corrupt individuals I don’t think that will change any time soon at least for America.","@patrick3390","1"
"The economical reform is running the world all the billionaires are in it, they said that by 2030 we will own nothing and be happy,  I see already,","@francineharrison885",""
"I don''t understand - wasn''t that 2023? Do you just change the title each year?","@carrycat876",""
"Next 25 years won''t be good for most, but rest assured the 0.01% will do just fine.","@DavidMiller212",""
"Bioengineered protein… brought to you by Soylent Green technologies. By the way, where are all the homeless these days?","@r2600s",""
"On paper sounds good, on reality governments will never allow products and energy to get cheaper... they will tax the shit out of them to keep us poor.. Take China as an example.... there was a price fight between the clean energy private sector and the cost of energy set by government... the privat sector always dumped the price until china said thats enaugh this is not sustainable for the economy..","@NicolaMihaita",""
"Excelent Video","@gboxbrsx6797",""
"No Global Governance. Creeps have done enough damage to people and the planet. Lets have a complete breakdown of Government and go local. Rule yourself. Look after each other. Big up Community. Bid down Corruption corporations","@ShineMedia1",""
"There may be a revolution coming but i cant understand for the life of me how is America leading it? I mean sure in AI OpenAI and other companies have been dominating but progress is stagnating and they cant seem to generate profit no matter how hard they are trying. Regarding Clean Energy i think everyone should know that China is waaaay ahead in the race, the recent clean energy boom is being practically powered by Chinese manufacturing. Even in Biotechnology even though America seems to be ahead I think Chinese development will outshine it since they hardly have to care about ethics. The biggest advantage of America over China was that it had partner countries which shared knowledge and research and it brightest minds from around the world to study in its universities but seeing how its cutting its allies and reversing the advances in education sector, I think even if their is  a revolution which is highly optimistic, America wont be leading it.","@hindeshrai8787",""
"But do we know how we safe ourselves from microplastics","@austriadiamolo",""
"U.P.E. - United People of Earth","@UniverseVisioneer","1"
"What this guy is forgetting is that we are going into a war and not coming out of one.","@ruben9912",""
"great video","@drjoycon",""
"nobody needs this aspect ratio","@dilelu","1"
"Project 2030. One World Government, real id’s, new money system “crypto” , artificial intelligence “ai” , decrease population to 500,000.  The truth was in plain site, but the masses didn’t listen or care.","@Trucka_Rob",""
"Combating capitalism with “sustainable capitalism” is such a funny concept","@wesleywatson8115",""
"We have a chance to either be slaves to the rich or make robots our slaves.","@skintillion",""
"China is a major GHG emitter & leads the world in renewable technologies. Its emissions are set to fall 7-10% from current peak levels by 2035.  The USA also is a major emitter whose current administration has withdrawn from the Paris Agreement, stifled new & proposed renewable energy projects and implemented pro-oil policies to encourage extraction, particularly in South America, Africa, the Middle East & potentially in Arctic regions (viz. Alaska, Greenland?).  Then there is Russia.  Another major emitter, India, also harbours more people than any other nation alone & growth is not expected to peak until the mid-2060s. All of these nations are heavily involved in commercial development of AI & weapons/defence. Both the race to recover rare earths & other minerals critical to these pursuits & their high energy demands threaten to extend the period within which ''net zero'' ultimately is achieved.  It was always the case that the level of atmospheric carbon would remain high after net zero & would drop only when the rate of fixation/sequestration exceeded the rate of emissions (i.e. ''beyond net zero''). Considering current national trends, it would not be unreasonable to concede ''net zero'' most likely will be realised after 2060.  As to the likely consequences of the delay ...","@GonzoFumbleficker",""
"Check out “the fourth turning” by William Strauss","@OhhReallyNow",""
"This is far to optimistic, there is no way we are heading towards any form of democracy. The age of technofeudalism is already here.","@sammcj2000",""
"I heard this back in 2012.","@tmarq4655",""
"Yo I saw Gattaca. But I don''t think we''re gonna get to that. AI is gonna extinguish us or set us back significantly before that.","@Bshere",""
"the three changes before started with the end of a war  Also At that times there was no all-connected internet and the opportunity of manipulate the puplic opinion no drones on mass produktion no use of big data to know Individuals better than they know themeself I dont see a world governent coming that is good for all of us... The strongest make the rules And the stongest are not interested in democracy","@Grizzly-pk1yy",""
"this aspect ratio is really annoying","@Zephy-kun",""
"Nostradamus was also right, about all the things that he was right about","@lukeduffy2382",""
"Basically your saying we should be happy for these wars and conflicts we are causing around the world, because it allows for the birth of a new technology, which is more mono lifeless and more machinery that makes the 1% richer, and always during the wars the poor pays the price and gets sacrificed. WOW be happy guys we are causing World War III to have a technological revolution. Our gov is rigged, bought, sold, useless leaders, with 0 support for the people and country, only interest is their pockets, and the fact that our country is being controlled and used by other countries is just crazy, they are driving us into the fall of the American Empire. wake up!","@CDiarr",""
"So AI, the Segway of our time, will change history?","@brutalgeneric",""
"The narrative of the start of the United States, 7:59 tells me everything I need to know about this messaging. I really wish more colonizers could realize how much harm they continue to do espousing this ideology that they created the best civilization by inventing democracy and capitalism with the threat of war on any self-sustainable nation of black and brown people that doesn''t submit a portion of their resources to this new type of European ""Western"" empire. They''re still proud of it, and not going down in history as a very humanitarian benevolent bunch. Sigh. I guess we gotta just wait for y''all to realize some of us had Earth figured out before you came along and we''re the only ones that can set it back right.","@IAmAsMe",""
"How about Quantum computing?","@Fishysubz",""
"Item 1 negates item 2.","@keensbeanz",""
"Bro says Americans as if the rest of the world isnt going through the same things rn","@Riku-Leela","2"
"No to global government","@derekmiller8564",""
"Yeah...... Solar is not clean energy though. The manufacturing and resources needed is very very dirty. But.... It''s properly a true statement that it and other ""clean"" energy tech will improve and become cleaner in their development. But it really made me laugh that they showed farms of solar panels and called it ""very clean"" lol","@TexasTdr",""
"Clean energy?  Go and look at where the materials come from that those solar panels, turbines and propellers are made of, and then go look at what happens to it when it reached it''s ""life cycle""... this is worse than diesel and coal!  It''s a huge step back.","@isobelferreira",""
"ZPE ‘25","@ZjalaPEno25",""
"Wow cool this sounds like an absolute fucking nightmare","@0122460166","1"
"Where does Soylent Green go on the timeline?","@davistroy",""
"the sooner we redistribute the wealth and tax rich . the better off we are going to be","@sprintershepherd4359",""
"amazing - so right","@Samji3877",""
"Solar panels, lab grown meat, and bio labs all round. Plus, if you watch to the very end... one world government.","@escofina828",""
"So digital Mordor framed as Lucky Charms.","@stanleykachuik2589",""
"What you talking about? This world runs on greed. The only thing that sustainable is suffering.","@hintarasholtorzic9033",""
"its funny because I use less than ever too. I basically chill on PC and vibe code right. But hey old can be Gold but sure multiplex again shall we.","@percepXion",""
"His history recap was so bad my head will ache for a month!","@PalmBeachARFF",""
"whys the screen ratio fucked","@XMoeiskingX",""
"Because its now and thats where its at!","@willhartnett5470",""
"Whats the aspect ratio what is it 3:1?","@anand.suralkar",""
"That was awesome","@JKLMJoneses",""
"AGI powered with clean energy will edit a virus to wipe out humanity. Fermi paradox solved. End of story.","@stockfootagez",""
"Automation, Electrification and Digitization are the 3 waves of progress sweeping the world. If you are labor intensive, internal combustion powered or analogue? Look out! The future is going to come for you fast! Newspapers are already going, going, gone.. Same with magazines. When you add CATL''s Naxtra sodium ion battery to the mix? Lithium Ion looks outmoded for all but the most energy-dense applications i.e. aviation.. Prove me wrong.","@stickynorth",""
"I dont have a ultra-widescreen monitor :(","@cmdrFRANKLY_",""
"Global government?? Ohh you mean global hell","@Xvvi9",""
"people are not ready for where Bitcoin is going to go","@Rixynator",""
"Indipendence, civil war, ww2. Shall we try without spreading blood this time?","@DiegoVagnoli",""
"wow, someone drinking the coolaid- uber is a big moneygrab","@danieloberhoff1",""
"I like the idea of clean energy but solar and wind is NOT the future. We need to be building nuclear fission SMRs and with any luck maybe in 30 years time we can have fusion. Just to produce a wind turbine requires 500 tons of CO2 just for the concrete and steel per turbine. Solar panels require 150 tons per panel, not including clearing up land and then the transmission lines. Batteries are awful for the environment. At least with nuclear the was stays in one place and not blasted into the atmosphere.","@danielscottjzx100",""
"Game changing like the airplane? Or the Internet? Or sailing ships? Or wheels.. or math? No lol","@robotekusa",""
"You think technology will save us. Could be, but human nature suggests otherwise.","@m111ark",""
"I was expecting something less purely optimistic and especially less US centered","@AT35du",""
"8:27 Nah your analogy breaks down. You lost me","@ShishakliAus",""
"We should not WANT a global government. Global peace and cooperation is a good thing. A global government would be a disaster that would make Stalinisim look tame.","@scottfranco1962",""
"This video is targeted for what device?","@zyro9922",""
"All 6 of those Enlightenment Innovations were invented in Europe. Mostly in England. The late ""great"" USA invented nothing.","@BritishBeachcomber",""
"Information is a bit vague","@vandit2300",""
"I like this video I almost skipped it  I think that you’re right and after this comes the transhuman era / post human era cybernetic augmentations neural link implants  We will be going here  Wether we are alive to see it or not I’m not sure but in the next 100 years it will happen","@collpolp",""
"damn, i remember when wired wasnt shit","@ChairmanHehe",""
"Free energy—- yep I don’t think that’s happening any time soon. Ask Dr. Steven Greer","@robertosala1974",""
"He is not aware that what he calls ""Clean Energy"" actually doesn''t exist. It''s not clean, it has been created through oil and gas. Moreover, solar panels and wind generators only deliver electricity, that''s 20% of the primary energy consumed in the world. He is focused on the one tree of wishful-thinking and cannot see the forest.","@erikc8284",""
"This video is what would happen if the fetish of technology and social liberalism had a son","@jpedrocurvelo","1"
"Trump just killed clean energy in his big beautiful bill on July 4th.","@olinater5",""
"So many holes in these futuramas.","@NeverSayDie-y8q",""
"Absolutely NO to World Governance thanks. What a nightmare scenario. The Globalists will never succeed.","@PrimarySourceTv",""
"Interdasting times","@firstpersonsmoker",""
"Total waste of 15 minutes, nothing said, nothing learned.  2 trillion invested, and nothing to show for it.","@John35713","1"
"Technology has become our religion. Can we just fix inequality first and then work up from there?","@closingtheloop2593",""
"""Surveillance Capitalism "" by Shoshana Zuboff.","@adamwestbury7928",""
"1973 was the most pivotal year in my lifetime you silly little boy.","@weswagner3687",""
"And here i am dumping bags of sand cement amd skim","@billysuter",""
"I thought Chinese people built America after the civil war not Americans.","@NaturallyTaylor",""
"I see many of his points but many of them have massive flaws in the thinking that this is going to be good for humanity. AI is the tipping point of society going downhill. If people have no jobs then their worth falls and when they feel their worth fall then they seek to take out that frustration somewhere. So I see the next 20 years as higher and higher costs of living and higher and higher homelessness and starvation.","@MrSmithwayne",""
"We’re doomed. Been nice knowin y’all!","@gregmorris2022",""
"This is a time of grifters scammers , warmongers, and oligarchs with no control, what is good about that?","@salmadys","1"
"I thought that was the 60''s","@krankykevin",""
"I was mostly with you until you said this was all leading to sustainable capitalism and digital democracy. To put it nicely, that premise is not warranted.","@christopherpotter114",""
"Very informative and a good dive into historical data. But I completely disagree with your clean energy take. Patenting and the privatization of technological “clean” energy does not and will not drive down the cost. Especially when the entire grid is at the mercy of the provider. Yes it may be the most advanced energy technology our society has had access to. However the monopoly structure is the exact same as it has always been. Look at cell service. Plans may seem lower at the sticker price, but they always end up getting you in the long run. Tack on upgrades, subscriptions, “carbon allowances”, overuse fines and whatever else daddy deems fit, will imply. Bottom line, it will end up costing us more and we are at the mercy of the system and its operators.","@chefpatnewton",""
"solar is not it...  they will all tell it to you, but how is it made? The guy tells ''''we dont have to dig it up'''' sure mate.  The next step is nuclear energy, which we already have/had, but no one wants it because oil market is a trillion dollar market.  And about the food, of course they want us all to go on their diet, get the needle in your arm, and be like half the populateion, happy happy happy, and shut up.    Dont be stupid, think for yourself","@TheGamingREZ","1"
"AI is just a database with unstructured natural language queries.","@JoseAguirre-hl2do",""
"Clean energy is a myth. It takes oil to make a solar cell.","@awoodmann1746",""
"i hope we can do this :D may good help us please","@theblog8413",""
"am I supposed to watch this in imax? fkin weird aspect ratio","@a1x45h",""
"The fact is the USA does not hold any real competitiveness on a global scale, hence innovations and natural resources are being pioneered in quality and value in other nations.   Hence, the bureaucracy in the US and distractions and materialism is simply pulling you back.","@hus1991",""
"I think humans have pretty much peaked. We are too dumb, aggressive and greedy to really do something amazing that would benefit humanity. AI will be taking over at some point and they will have their own priorities. We’re still killing each other over so many things. We allow people to starve while people are flying around in their own rockets and paying people millions of dollars to play football or baseball or sing a few mediocre songs.","@Sillygooseexpress",""
"I feel very sad for the next few generations.   If they have to live in a global Marxist centrally planned state from which there will be no escape, no prosperity, and no hope.  But change is inevitable... That glorious Marxist dystopia too will collapse and maybe something better will come after.","@puddintame7794",""
"One world government? Yeah...the better off we will all be.....not.","@azurajalil1900",""
"So we live in a simulation","@Death-day-89767",""
"I think this guy is completely wrong about everything except the scalable nature of clean energy.","@Evan102030",""
"Reality is Europe civilisation is coming to an end....And now it''s time for East Asian to resume that position..","@deansum",""
"""Tax the rich at 90%..."".  So tired of this misleading argument cropping up again and again.  The marginal tax rate is NOT how much someone actually pays in taxes. They set the marginal tax rate at 90% in the 1950''s because there were so many tax loop holes and write-offs that the rich were hardly paying any taxes at all.  So they jacked up the marginal tax rate to compensate for this.  However the EFFECTIVE tax rate for the wealthy during this time was in the area of 30-35%.  The effective tax rate is how much people ACTUALLY pay.  The effective tax rate for the wealthy today in the U.S. is only a little below what is was during the 1950''s (please look it up).  In fact besides during WW2 when taxes went up massively for everyone (rich and poor) the effective tax rate for the wealthy has been remarkably consistent since WW2. So PLEASE stop with this misleading argument that implies you can massively tax the wealthy and it has no major effect on the economy.  It simply isn''t true. And I say that is someone who thinks the effective tax rate for the wealthy in the U.S. should probably be raised by about 5-10%.","@jeffb1880",""
"Halo predicted it earlier","@phantomsoda",""
"Not seeing the digital democracy. Might be a Hamiltonian thing. Support it in public as a popular front but make sure it is impossible in practice. Its the worst system until you realise any better one is actively conspired againt","@kimcosmos",""
"SO many words - so little actual info.","@Seryogaji",""
"Interesting video but failed to talk about the nuances of the technology. lab grown meat is super expensive and I don’t buy the “it taste the same idea” as meat has multiple types of cells that serve different functions and arranging cells in such a fashion is difficult and time consuming. I was also excited and subsequently disappointed by the potential comparison of the article he wrote in wired to what actually happened. Doesn’t show much of an ability to self reflect or acknowledge limitations in knowledge or predictive abilities and that’s because if you look at his previous predictions the didn’t really come to fruition.  Mars by 2020, cancer cured, clean fossil fuels?, America embracing immigrantion, increased global prosperity.etc.","@ulysseschaslus2048",""
"AI will be able to infect other AI with destructive viruses.  It will be in a constant cyber war with itself…","@jasonborne5724",""
"A dose optimisim does well during such times","@ashaboy14",""
"Overestimation of American importance, ignorance of a post-capitalistic economic theories and a fundamental breakdown in democratic governance.","@camilogonzalez-williamson6267",""
"This dude lied about the the depression, the rest of the video can''t get any better.","@TheRockemsockm",""
"where i live there are around 10 times more jobless people than available jobs.","@CaveExplorerJohn",""
"In Trump terms, the revolution looks like this:  Artificial Intelligence = Crypto cleptocracy Bio-engineering = White supremacist natalism Clean Energy = Coerce allies to buy American LNG from relentless fracking","@Zawiedek",""
"best time to be alive was 1990-2001","@Mohagrus",""
"8:03… im sorry what?? “Wide open continent”???? just gunna completely ignore the millions of people who were already living here?? And the genocide that was committed against them?? F U BIG THINK","@vexation1312","1"
"Lol ""the old system"" of free Enterprise gave birth to this technological boom, not Roosevelt who only caused the great depression","@sebholding",""
"We are not living in an extraordinary moment of our history, we are living in one of the doomest, most horrible moment of our history. We have and are still witnessing a Genocide commited by israel without any impunity. So let''s calm down here.","@IIITHRIII",""
"What happens in America affects the world more than any other country. FACT. Deal with it.","@Ggbbvfftggbddser3",""
"Hmm.. the Global governance is the one I’m not a fan of most.","@robrichardson1284",""
"""Those crazy ass Americans, that had wide open continent to spread into"". Wide open continent is crazy. I know that this is not about the slaughter of Indigenous people, but to not mention it feels white washed as hell.","@marcusneumann",""
